Period,Transaction cost (%),Ticker,Drop threshold (%),Holding period,Number of big drop days,Average return after costs (%),Benchmark average return (%),Edge vs benchmark after costs (%),Win rate after costs (%),Best return after costs (%),Worst return after costs (%),Average winning trade after costs (%),Average losing trade after costs (%),Risk-adjusted score after costs
2010-2014,0.5,XLV,-1.5,5,65,-0.23,0.37,-0.59,49.23,6.88,-10.52,1.9,-2.29,-0.259
2010-2014,0.0,XLV,-2.0,1,28,0.36,0.07,0.28,64.29,4.57,-2.02,1.0,-0.81,0.348
2010-2014,0.0,XLV,-2.0,3,28,0.73,0.22,0.51,53.57,7.38,-3.69,2.49,-1.3,0.392
2010-2014,0.0,XLV,-2.0,5,28,0.85,0.37,0.48,64.29,7.38,-4.97,2.25,-1.67,0.288
2010-2014,0.1,XLV,-2.0,1,28,0.26,0.07,0.18,57.14,4.47,-2.12,1.02,-0.77,0.237
2010-2014,0.1,XLV,-2.0,3,28,0.63,0.22,0.41,53.57,7.28,-3.79,2.39,-1.4,0.293
2010-2014,0.1,XLV,-2.0,5,28,0.75,0.37,0.38,64.29,7.28,-5.07,2.15,-1.77,0.215
2010-2014,0.25,XLV,-2.0,1,28,0.11,0.07,0.03,46.43,4.32,-2.27,1.08,-0.74,0.044
2010-2014,0.25,XLV,-2.0,3,28,0.48,0.22,0.26,50.0,7.13,-3.94,2.41,-1.45,0.179
2010-2014,0.25,XLV,-2.0,5,28,0.6,0.37,0.23,60.71,7.13,-5.22,2.12,-1.75,0.132
2010-2014,0.5,XLV,-2.0,1,28,-0.14,0.07,-0.22,35.71,4.07,-2.52,1.11,-0.84,-0.259
2010-2014,0.5,XLV,-2.0,3,28,0.23,0.22,0.01,50.0,6.88,-4.19,2.16,-1.7,0.006
2010-2014,0.5,XLV,-2.0,5,28,0.35,0.37,-0.02,57.14,6.88,-5.47,2.0,-1.85,-0.01
2010-2014,0.0,XLV,-2.5,1,15,0.57,0.07,0.5,60.0,4.57,-2.02,1.5,-0.81,0.619
2010-2014,0.0,XLV,-2.5,3,15,1.53,0.22,1.31,66.67,7.38,-0.92,2.55,-0.51,2.574
2010-2014,0.0,XLV,-2.5,5,15,2.31,0.37,1.94,86.67,7.38,-0.76,2.77,-0.68,2.87
2010-2014,0.1,XLV,-2.5,1,15,0.47,0.07,0.4,60.0,4.47,-2.12,1.4,-0.91,0.441
2010-2014,0.1,XLV,-2.5,3,15,1.43,0.22,1.21,66.67,7.28,-1.02,2.45,-0.61,1.987
2010-2014,0.1,XLV,-2.5,5,15,2.21,0.37,1.84,86.67,7.28,-0.86,2.67,-0.78,2.372
2010-2014,0.25,XLV,-2.5,1,15,0.32,0.07,0.25,53.33,4.32,-2.27,1.4,-0.91,0.276
2010-2014,0.25,XLV,-2.5,3,15,1.28,0.22,1.06,60.0,7.13,-1.17,2.57,-0.65,1.624
2010-2014,0.25,XLV,-2.5,5,15,2.06,0.37,1.69,80.0,7.13,-1.01,2.73,-0.64,2.658
2010-2014,0.5,XLV,-2.5,1,15,0.07,0.07,0.0,40.0,4.07,-2.52,1.58,-0.93,0.001
2010-2014,0.5,XLV,-2.5,3,15,1.03,0.22,0.81,60.0,6.88,-1.42,2.32,-0.9,0.897
2010-2014,0.5,XLV,-2.5,5,15,1.81,0.37,1.44,80.0,6.88,-1.26,2.48,-0.89,1.626
2010-2014,0.0,XLV,-3.0,1,7,1.3,0.07,1.23,71.43,4.57,-0.94,2.06,-0.6,2.045
2010-2014,0.0,XLV,-3.0,3,7,2.48,0.22,2.26,71.43,7.38,-0.92,3.75,-0.67,3.388
2010-2014,0.0,XLV,-3.0,5,7,3.41,0.37,3.05,85.71,7.38,-0.76,4.11,-0.76,4.01
2010-2014,0.1,XLV,-3.0,1,7,1.2,0.07,1.13,71.43,4.47,-1.04,1.96,-0.7,1.61
2010-2014,0.1,XLV,-3.0,3,7,2.38,0.22,2.16,71.43,7.28,-1.02,3.65,-0.77,2.816
2010-2014,0.1,XLV,-3.0,5,7,3.31,0.37,2.95,85.71,7.28,-0.86,4.01,-0.86,3.427
2010-2014,0.25,XLV,-3.0,1,7,1.05,0.07,0.98,57.14,4.32,-1.19,2.26,-0.57,1.717
2010-2014,0.25,XLV,-3.0,3,7,2.23,0.22,2.01,71.43,7.13,-1.17,3.5,-0.92,2.193
2010-2014,0.25,XLV,-3.0,5,7,3.16,0.37,2.8,85.71,7.13,-1.01,3.86,-1.01,2.77
2010-2014,0.5,XLV,-3.0,1,7,0.8,0.07,0.73,57.14,4.07,-1.44,2.01,-0.82,0.887
2010-2014,0.5,XLV,-3.0,3,7,1.98,0.22,1.76,71.43,6.88,-1.42,3.25,-1.17,1.51
2010-2014,0.5,XLV,-3.0,5,7,2.91,0.37,2.55,85.71,6.88,-1.26,3.61,-1.26,2.022
