Period,Transaction cost (%),Ticker,Drop threshold (%),Holding period,Number of big drop days,Average return after costs (%),Benchmark average return (%),Edge vs benchmark after costs (%),Win rate after costs (%),Best return after costs (%),Worst return after costs (%),Average winning trade after costs (%),Average losing trade after costs (%),Risk-adjusted score after costs
2020-2024,0.0,DIA,-2.5,3,31,-0.23,0.14,-0.37,45.16,20.92,-14.14,4.4,-4.05,-0.092
2020-2024,0.0,DIA,-2.5,5,31,-0.55,0.24,-0.78,45.16,19.86,-18.87,5.61,-5.62,-0.139
2020-2024,0.1,DIA,-2.5,1,31,0.79,0.05,0.74,58.06,10.92,-10.16,2.77,-1.95,0.38
2020-2024,0.1,DIA,-2.5,3,31,-0.33,0.14,-0.47,45.16,20.82,-14.24,4.3,-4.15,-0.114
2020-2024,0.1,DIA,-2.5,5,31,-0.65,0.24,-0.88,45.16,19.76,-18.97,5.51,-5.72,-0.154
2020-2024,0.25,DIA,-2.5,1,31,0.64,0.05,0.59,54.84,10.77,-10.31,2.78,-1.96,0.301
2020-2024,0.25,DIA,-2.5,3,31,-0.48,0.14,-0.62,45.16,20.67,-14.39,4.15,-4.3,-0.145
2020-2024,0.25,DIA,-2.5,5,31,-0.8,0.24,-1.03,41.94,19.61,-19.12,5.79,-5.55,-0.186
2020-2024,0.5,DIA,-2.5,1,31,0.39,0.05,0.34,48.39,10.52,-10.56,2.89,-1.95,0.175
2020-2024,0.5,DIA,-2.5,3,31,-0.73,0.14,-0.87,45.16,20.42,-14.64,3.9,-4.55,-0.192
2020-2024,0.5,DIA,-2.5,5,31,-1.05,0.24,-1.28,41.94,19.36,-19.37,5.54,-5.8,-0.221
2020-2024,0.0,DIA,-3.0,1,19,1.0,0.05,0.96,52.63,11.02,-10.06,3.95,-2.27,0.422
2020-2024,0.0,DIA,-3.0,3,19,-0.57,0.14,-0.71,42.11,20.92,-14.14,6.04,-5.39,-0.133
2020-2024,0.0,DIA,-3.0,5,19,-0.96,0.24,-1.19,42.11,19.86,-18.87,7.93,-7.42,-0.161
2020-2024,0.1,DIA,-3.0,1,19,0.9,0.05,0.86,52.63,10.92,-10.16,3.85,-2.37,0.362
2020-2024,0.1,DIA,-3.0,3,19,-0.67,0.14,-0.81,42.11,20.82,-14.24,5.94,-5.49,-0.148
2020-2024,0.1,DIA,-3.0,5,19,-1.06,0.24,-1.29,42.11,19.76,-18.97,7.83,-7.52,-0.172
2020-2024,0.25,DIA,-3.0,1,19,0.75,0.05,0.71,47.37,10.77,-10.31,4.12,-2.28,0.31
2020-2024,0.25,DIA,-3.0,3,19,-0.82,0.14,-0.96,42.11,20.67,-14.39,5.79,-5.64,-0.171
2020-2024,0.25,DIA,-3.0,5,19,-1.21,0.24,-1.44,42.11,19.61,-19.12,7.68,-7.67,-0.188
2020-2024,0.5,DIA,-3.0,1,19,0.5,0.05,0.46,42.11,10.52,-10.56,4.37,-2.31,0.198
2020-2024,0.5,DIA,-3.0,3,19,-1.07,0.14,-1.21,42.11,20.42,-14.64,5.54,-5.89,-0.206
2020-2024,0.5,DIA,-3.0,5,19,-1.46,0.24,-1.69,42.11,19.36,-19.37,7.43,-7.92,-0.214
2020-2024,0.0,XLK,-1.0,1,267,0.25,0.09,0.16,57.68,11.73,-9.76,1.56,-1.54,0.103
2020-2024,0.0,XLK,-1.0,3,267,0.44,0.27,0.17,55.81,10.45,-13.1,2.71,-2.48,0.067
2020-2024,0.0,XLK,-1.0,5,267,0.69,0.45,0.24,58.05,11.29,-17.04,3.47,-3.22,0.074
2020-2024,0.1,XLK,-1.0,1,267,0.15,0.09,0.06,55.81,11.63,-9.86,1.52,-1.57,0.037
2020-2024,0.1,XLK,-1.0,3,267,0.34,0.27,0.07,54.68,10.35,-13.2,2.66,-2.51,0.027
2020-2024,0.1,XLK,-1.0,5,267,0.59,0.45,0.14,56.93,11.19,-17.14,3.44,-3.24,0.043
2020-2024,0.25,XLK,-1.0,1,267,0.0,0.09,-0.09,49.81,11.48,-10.01,1.54,-1.53,-0.06
2020-2024,0.25,XLK,-1.0,3,267,0.19,0.27,-0.08,53.56,10.2,-13.35,2.57,-2.6,-0.032
2020-2024,0.25,XLK,-1.0,5,267,0.44,0.45,-0.01,54.68,11.04,-17.29,3.43,-3.22,-0.003
2020-2024,0.5,XLK,-1.0,1,267,-0.25,0.09,-0.34,43.07,11.23,-10.26,1.51,-1.58,-0.216
2020-2024,0.5,XLK,-1.0,3,267,-0.06,0.27,-0.33,50.19,9.95,-13.6,2.48,-2.66,-0.125
2020-2024,0.5,XLK,-1.0,5,267,0.19,0.45,-0.26,52.43,10.79,-17.54,3.32,-3.31,-0.079
2020-2024,0.0,XLK,-1.5,1,175,0.36,0.09,0.27,61.71,11.73,-9.76,1.7,-1.79,0.15
2020-2024,0.0,XLK,-1.5,3,175,0.6,0.27,0.33,57.14,10.45,-13.1,2.96,-2.55,0.128
2020-2024,0.0,XLK,-1.5,5,175,0.87,0.45,0.42,60.0,11.29,-17.04,3.72,-3.41,0.122
2020-2024,0.1,XLK,-1.5,1,175,0.26,0.09,0.17,60.0,11.63,-9.86,1.64,-1.81,0.093
2020-2024,0.1,XLK,-1.5,3,175,0.5,0.27,0.23,56.0,10.35,-13.2,2.92,-2.59,0.088
2020-2024,0.1,XLK,-1.5,5,175,0.77,0.45,0.32,58.86,11.19,-17.14,3.69,-3.41,0.093
2020-2024,0.25,XLK,-1.5,1,175,0.11,0.09,0.02,54.29,11.48,-10.01,1.66,-1.73,0.011
2020-2024,0.25,XLK,-1.5,3,175,0.35,0.27,0.08,55.43,10.2,-13.35,2.8,-2.7,0.029
2020-2024,0.25,XLK,-1.5,5,175,0.62,0.45,0.17,57.14,11.04,-17.29,3.65,-3.42,0.049
2020-2024,0.5,XLK,-1.5,1,175,-0.14,0.09,-0.23,46.29,11.23,-10.26,1.68,-1.71,-0.135
2020-2024,0.5,XLK,-1.5,3,175,0.1,0.27,-0.17,52.0,9.95,-13.6,2.73,-2.75,-0.063
2020-2024,0.5,XLK,-1.5,5,175,0.37,0.45,-0.08,54.29,10.79,-17.54,3.58,-3.45,-0.024
2020-2024,0.0,XLK,-2.0,1,114,0.35,0.09,0.26,58.77,11.73,-9.76,1.78,-1.7,0.151
2020-2024,0.0,XLK,-2.0,3,114,0.38,0.27,0.11,59.65,9.35,-13.1,2.77,-3.15,0.035
2020-2024,0.0,XLK,-2.0,5,114,0.46,0.45,0.0,56.14,11.29,-17.04,3.74,-3.75,0.001
2020-2024,0.1,XLK,-2.0,1,114,0.25,0.09,0.16,57.02,11.63,-9.86,1.74,-1.73,0.09
2020-2024,0.1,XLK,-2.0,3,114,0.28,0.27,0.01,57.89,9.25,-13.2,2.75,-3.12,0.003
2020-2024,0.1,XLK,-2.0,5,114,0.36,0.45,-0.1,54.39,11.19,-17.14,3.76,-3.7,-0.026
2020-2024,0.25,XLK,-2.0,1,114,0.1,0.09,0.01,52.63,11.48,-10.01,1.73,-1.72,0.003
2020-2024,0.25,XLK,-2.0,3,114,0.13,0.27,-0.14,57.02,9.1,-13.35,2.64,-3.2,-0.044
2020-2024,0.25,XLK,-2.0,5,114,0.21,0.45,-0.25,51.75,11.04,-17.29,3.8,-3.64,-0.067
2020-2024,0.5,XLK,-2.0,1,114,-0.15,0.09,-0.24,45.61,11.23,-10.26,1.73,-1.73,-0.141
2020-2024,0.5,XLK,-2.0,3,114,-0.12,0.27,-0.39,52.63,8.85,-13.6,2.6,-3.14,-0.124
2020-2024,0.5,XLK,-2.0,5,114,-0.04,0.45,-0.5,50.0,10.79,-17.54,3.67,-3.76,-0.132
2020-2024,0.0,XLK,-2.5,1,74,0.45,0.09,0.36,55.41,11.73,-9.76,2.19,-1.72,0.206
2020-2024,0.0,XLK,-2.5,3,74,0.11,0.27,-0.16,51.35,9.35,-13.1,3.2,-3.15,-0.051
2020-2024,0.0,XLK,-2.5,5,74,0.3,0.45,-0.16,51.35,11.29,-17.04,4.04,-3.66,-0.043
2020-2024,0.1,XLK,-2.5,1,74,0.35,0.09,0.26,54.05,11.63,-9.86,2.15,-1.77,0.144
2020-2024,0.1,XLK,-2.5,3,74,0.01,0.27,-0.26,51.35,9.25,-13.2,3.1,-3.25,-0.08
2020-2024,0.1,XLK,-2.5,5,74,0.2,0.45,-0.26,50.0,11.19,-17.14,4.05,-3.66,-0.071
2020-2024,0.25,XLK,-2.5,1,74,0.2,0.09,0.11,50.0,11.48,-10.01,2.17,-1.78,0.059
2020-2024,0.25,XLK,-2.5,3,74,-0.14,0.27,-0.41,50.0,9.1,-13.35,3.04,-3.32,-0.124
2020-2024,0.25,XLK,-2.5,5,74,0.05,0.45,-0.41,45.95,11.04,-17.29,4.25,-3.53,-0.116
2020-2024,0.5,XLK,-2.5,1,74,-0.05,0.09,-0.14,44.59,11.23,-10.26,2.17,-1.84,-0.079
2020-2024,0.5,XLK,-2.5,3,74,-0.39,0.27,-0.66,48.65,8.85,-13.6,2.86,-3.47,-0.19
2020-2024,0.5,XLK,-2.5,5,74,-0.2,0.45,-0.66,44.59,10.79,-17.54,4.12,-3.68,-0.179
2020-2024,0.0,XLK,-3.0,1,44,0.46,0.09,0.37,56.82,11.73,-9.76,2.3,-1.96,0.189
2020-2024,0.0,XLK,-3.0,3,44,-0.22,0.27,-0.49,50.0,9.35,-13.1,3.17,-3.61,-0.136
2020-2024,0.0,XLK,-3.0,5,44,-0.31,0.45,-0.76,43.18,11.29,-17.04,4.48,-3.95,-0.193
2020-2024,0.1,XLK,-3.0,1,44,0.36,0.09,0.27,54.55,11.63,-9.86,2.29,-1.96,0.138
2020-2024,0.1,XLK,-3.0,3,44,-0.32,0.27,-0.59,50.0,9.25,-13.2,3.07,-3.71,-0.159
2020-2024,0.1,XLK,-3.0,5,44,-0.41,0.45,-0.86,40.91,11.19,-17.14,4.62,-3.89,-0.222
2020-2024,0.25,XLK,-3.0,1,44,0.21,0.09,0.12,52.27,11.48,-10.01,2.24,-2.01,0.059
2020-2024,0.25,XLK,-3.0,3,44,-0.47,0.27,-0.74,47.73,9.1,-13.35,3.07,-3.7,-0.2
2020-2024,0.25,XLK,-3.0,5,44,-0.56,0.45,-1.01,38.64,11.04,-17.29,4.74,-3.89,-0.26
2020-2024,0.5,XLK,-3.0,1,44,-0.04,0.09,-0.13,45.45,11.23,-10.26,2.31,-1.99,-0.065
2020-2024,0.5,XLK,-3.0,3,44,-0.72,0.27,-0.99,45.45,8.85,-13.6,2.96,-3.78,-0.262
2020-2024,0.5,XLK,-3.0,5,44,-0.81,0.45,-1.26,38.64,10.79,-17.54,4.49,-4.14,-0.305
2020-2024,0.0,XLF,-1.0,1,226,0.09,0.06,0.03,51.77,13.16,-10.81,1.7,-1.64,0.021
2020-2024,0.0,XLF,-1.0,3,226,0.17,0.17,-0.0,54.87,22.71,-12.92,2.55,-2.74,-0.001
2020-2024,0.0,XLF,-1.0,5,226,0.33,0.28,0.05,56.64,21.23,-22.99,3.2,-3.42,0.014
2020-2024,0.1,XLF,-1.0,1,226,-0.01,0.06,-0.07,49.56,13.06,-10.91,1.67,-1.66,-0.039
2020-2024,0.1,XLF,-1.0,3,226,0.07,0.17,-0.1,52.21,22.61,-13.02,2.58,-2.68,-0.039
2020-2024,0.1,XLF,-1.0,5,226,0.23,0.28,-0.05,54.87,21.13,-23.09,3.2,-3.39,-0.016
2020-2024,0.25,XLF,-1.0,1,226,-0.16,0.06,-0.22,46.02,12.91,-11.06,1.65,-1.7,-0.127
2020-2024,0.25,XLF,-1.0,3,226,-0.08,0.17,-0.25,50.0,22.46,-13.17,2.54,-2.71,-0.094
2020-2024,0.25,XLF,-1.0,5,226,0.08,0.28,-0.2,53.1,20.98,-23.24,3.16,-3.41,-0.06
2020-2024,0.5,XLF,-1.0,1,226,-0.41,0.06,-0.47,39.82,12.66,-11.31,1.64,-1.76,-0.264
2020-2024,0.5,XLF,-1.0,3,226,-0.33,0.17,-0.5,46.9,22.21,-13.42,2.45,-2.79,-0.18
2020-2024,0.5,XLF,-1.0,5,226,-0.17,0.28,-0.45,49.56,20.73,-23.49,3.13,-3.41,-0.133
2020-2024,0.0,XLF,-1.5,1,137,0.06,0.06,0.0,48.91,13.16,-10.81,2.19,-1.98,0.002
2020-2024,0.0,XLF,-1.5,3,137,-0.1,0.17,-0.27,53.28,22.71,-12.92,2.88,-3.51,-0.077
2020-2024,0.0,XLF,-1.5,5,137,0.22,0.28,-0.06,54.74,21.23,-22.99,3.73,-4.01,-0.015
2020-2024,0.1,XLF,-1.5,1,137,-0.04,0.06,-0.1,46.72,13.06,-10.91,2.2,-2.0,-0.048
2020-2024,0.1,XLF,-1.5,3,137,-0.2,0.17,-0.37,51.09,22.61,-13.02,2.9,-3.45,-0.108
2020-2024,0.1,XLF,-1.5,5,137,0.12,0.28,-0.16,54.01,21.13,-23.09,3.68,-4.05,-0.04
2020-2024,0.25,XLF,-1.5,1,137,-0.19,0.06,-0.25,44.53,12.91,-11.06,2.15,-2.07,-0.119
2020-2024,0.25,XLF,-1.5,3,137,-0.35,0.17,-0.52,48.91,22.46,-13.17,2.88,-3.45,-0.151
2020-2024,0.25,XLF,-1.5,5,137,-0.03,0.28,-0.31,53.28,20.98,-23.24,3.57,-4.13,-0.075
2020-2024,0.5,XLF,-1.5,1,137,-0.44,0.06,-0.5,40.15,12.66,-11.31,2.13,-2.16,-0.23
2020-2024,0.5,XLF,-1.5,3,137,-0.6,0.17,-0.77,45.99,22.21,-13.42,2.81,-3.51,-0.22
2020-2024,0.5,XLF,-1.5,5,137,-0.28,0.28,-0.56,50.36,20.73,-23.49,3.53,-4.13,-0.135
2020-2024,0.0,XLF,-2.0,1,82,-0.0,0.06,-0.06,47.56,13.16,-10.81,2.47,-2.24,-0.026
2020-2024,0.0,XLF,-2.0,3,82,-0.63,0.17,-0.8,48.78,22.71,-12.92,3.16,-4.23,-0.188
2020-2024,0.0,XLF,-2.0,5,82,-0.33,0.28,-0.61,48.78,21.23,-22.99,4.23,-4.67,-0.131
2020-2024,0.1,XLF,-2.0,1,82,-0.1,0.06,-0.16,46.34,13.06,-10.91,2.43,-2.29,-0.069
2020-2024,0.1,XLF,-2.0,3,82,-0.73,0.17,-0.9,46.34,22.61,-13.02,3.22,-4.14,-0.216
2020-2024,0.1,XLF,-2.0,5,82,-0.43,0.28,-0.71,48.78,21.13,-23.09,4.13,-4.77,-0.149
2020-2024,0.25,XLF,-2.0,1,82,-0.25,0.06,-0.31,43.9,12.91,-11.06,2.41,-2.34,-0.132
2020-2024,0.25,XLF,-2.0,3,82,-0.88,0.17,-1.05,45.12,22.46,-13.17,3.16,-4.2,-0.249
2020-2024,0.25,XLF,-2.0,5,82,-0.58,0.28,-0.86,47.56,20.98,-23.24,4.09,-4.8,-0.179
2020-2024,0.5,XLF,-2.0,1,82,-0.5,0.06,-0.56,37.8,12.66,-11.31,2.54,-2.35,-0.238
2020-2024,0.5,XLF,-2.0,3,82,-1.13,0.17,-1.3,42.68,22.21,-13.42,3.09,-4.26,-0.304
2020-2024,0.5,XLF,-2.0,5,82,-0.83,0.28,-1.11,45.12,20.73,-23.49,4.05,-4.84,-0.229
2020-2024,0.0,XLF,-2.5,1,55,0.05,0.06,-0.01,52.73,13.16,-10.81,2.73,-2.95,-0.003
2020-2024,0.0,XLF,-2.5,3,55,-0.98,0.17,-1.15,43.64,22.71,-12.92,3.83,-4.7,-0.244
2020-2024,0.0,XLF,-2.5,5,55,-1.05,0.28,-1.34,43.64,21.23,-22.99,4.73,-5.53,-0.242
2020-2024,0.1,XLF,-2.5,1,55,-0.05,0.06,-0.11,50.91,13.06,-10.91,2.73,-2.94,-0.037
2020-2024,0.1,XLF,-2.5,3,55,-1.08,0.17,-1.25,41.82,22.61,-13.02,3.9,-4.65,-0.268
2020-2024,0.1,XLF,-2.5,5,55,-1.15,0.28,-1.44,43.64,21.13,-23.09,4.63,-5.63,-0.255
2020-2024,0.25,XLF,-2.5,1,55,-0.2,0.06,-0.26,49.09,12.91,-11.06,2.68,-2.98,-0.087
2020-2024,0.25,XLF,-2.5,3,55,-1.23,0.17,-1.4,41.82,22.46,-13.17,3.75,-4.8,-0.291
2020-2024,0.25,XLF,-2.5,5,55,-1.3,0.28,-1.59,43.64,20.98,-23.24,4.48,-5.78,-0.274
2020-2024,0.5,XLF,-2.5,1,55,-0.45,0.06,-0.51,41.82,12.66,-11.31,2.88,-2.85,-0.179
2020-2024,0.5,XLF,-2.5,3,55,-1.48,0.17,-1.65,38.18,22.21,-13.42,3.85,-4.77,-0.345
2020-2024,0.5,XLF,-2.5,5,55,-1.55,0.28,-1.84,41.82,20.73,-23.49,4.43,-5.85,-0.314
2020-2024,0.0,XLF,-3.0,1,32,0.22,0.06,0.16,56.25,13.16,-10.81,3.4,-3.87,0.042
2020-2024,0.0,XLF,-3.0,3,32,-1.32,0.17,-1.48,40.62,22.71,-12.92,4.84,-5.53,-0.268
2020-2024,0.0,XLF,-3.0,5,32,-1.85,0.28,-2.13,34.38,21.23,-22.99,6.7,-6.33,-0.337
2020-2024,0.1,XLF,-3.0,1,32,0.12,0.06,0.06,53.12,13.06,-10.91,3.49,-3.71,0.017
2020-2024,0.1,XLF,-3.0,3,32,-1.42,0.17,-1.58,40.62,22.61,-13.02,4.74,-5.63,-0.281
2020-2024,0.1,XLF,-3.0,5,32,-1.95,0.28,-2.23,34.38,21.13,-23.09,6.6,-6.43,-0.348
2020-2024,0.25,XLF,-3.0,1,32,-0.03,0.06,-0.09,53.12,12.91,-11.06,3.34,-3.86,-0.023
2020-2024,0.25,XLF,-3.0,3,32,-1.57,0.17,-1.73,40.62,22.46,-13.17,4.59,-5.78,-0.3
2020-2024,0.25,XLF,-3.0,5,32,-2.1,0.28,-2.38,34.38,20.98,-23.24,6.45,-6.58,-0.362
2020-2024,0.5,XLF,-3.0,1,32,-0.28,0.06,-0.34,46.88,12.66,-11.31,3.52,-3.64,-0.093
2020-2024,0.5,XLF,-3.0,3,32,-1.82,0.17,-1.98,37.5,22.21,-13.42,4.72,-5.74,-0.346
2020-2024,0.5,XLF,-3.0,5,32,-2.35,0.28,-2.63,34.38,20.73,-23.49,6.2,-6.83,-0.386
2020-2024,0.0,XLE,-1.0,1,315,0.01,0.07,-0.06,49.84,16.04,-20.14,1.89,-1.85,-0.033
2020-2024,0.0,XLE,-1.0,3,315,0.09,0.21,-0.12,52.38,28.94,-21.05,3.29,-3.43,-0.035
2020-2024,0.0,XLE,-1.0,5,315,0.28,0.36,-0.07,53.33,23.9,-34.55,4.22,-4.22,-0.018
2020-2024,0.1,XLE,-1.0,1,315,-0.09,0.07,-0.16,48.25,15.94,-20.24,1.85,-1.89,-0.085
2020-2024,0.1,XLE,-1.0,3,315,-0.01,0.21,-0.22,51.75,28.84,-21.15,3.23,-3.48,-0.063
2020-2024,0.1,XLE,-1.0,5,315,0.18,0.36,-0.17,52.7,23.8,-34.65,4.17,-4.26,-0.041
2020-2024,0.25,XLE,-1.0,1,315,-0.24,0.07,-0.31,44.44,15.79,-20.39,1.85,-1.91,-0.163
2020-2024,0.25,XLE,-1.0,3,315,-0.16,0.21,-0.37,49.52,28.69,-21.3,3.23,-3.48,-0.106
2020-2024,0.25,XLE,-1.0,5,315,0.03,0.36,-0.32,52.06,23.65,-34.8,4.07,-4.35,-0.074
2020-2024,0.5,XLE,-1.0,1,315,-0.49,0.07,-0.56,39.37,15.54,-20.64,1.82,-1.99,-0.282
2020-2024,0.5,XLE,-1.0,3,315,-0.41,0.21,-0.62,47.62,28.44,-21.55,3.1,-3.59,-0.172
2020-2024,0.5,XLE,-1.0,5,315,-0.22,0.36,-0.57,47.94,23.4,-35.05,4.16,-4.25,-0.135
2020-2024,0.0,XLE,-1.5,1,234,0.11,0.07,0.04,51.71,16.04,-20.14,2.01,-1.91,0.022
2020-2024,0.0,XLE,-1.5,3,234,0.23,0.21,0.02,54.27,28.94,-21.05,3.41,-3.55,0.005
2020-2024,0.0,XLE,-1.5,5,234,0.4,0.36,0.05,52.99,23.9,-34.55,4.6,-4.33,0.011
2020-2024,0.1,XLE,-1.5,1,234,0.01,0.07,-0.06,49.57,15.94,-20.24,1.99,-1.93,-0.03
2020-2024,0.1,XLE,-1.5,3,234,0.13,0.21,-0.08,53.85,28.84,-21.15,3.34,-3.62,-0.023
2020-2024,0.1,XLE,-1.5,5,234,0.3,0.36,-0.05,52.56,23.8,-34.65,4.54,-4.39,-0.012
2020-2024,0.25,XLE,-1.5,1,234,-0.14,0.07,-0.21,46.15,15.79,-20.39,1.98,-1.95,-0.106
2020-2024,0.25,XLE,-1.5,3,234,-0.02,0.21,-0.23,50.85,28.69,-21.3,3.38,-3.54,-0.065
2020-2024,0.25,XLE,-1.5,5,234,0.15,0.36,-0.2,51.71,23.65,-34.8,4.46,-4.46,-0.045
2020-2024,0.5,XLE,-1.5,1,234,-0.39,0.07,-0.46,41.45,15.54,-20.64,1.94,-2.03,-0.225
2020-2024,0.5,XLE,-1.5,3,234,-0.27,0.21,-0.48,48.72,28.44,-21.55,3.27,-3.64,-0.133
2020-2024,0.5,XLE,-1.5,5,234,-0.1,0.36,-0.45,48.29,23.4,-35.05,4.51,-4.4,-0.103
2020-2024,0.0,XLE,-2.0,1,164,0.07,0.07,-0.0,52.44,16.04,-20.14,2.16,-2.23,-0.001
2020-2024,0.0,XLE,-2.0,3,164,0.22,0.21,0.01,54.27,28.94,-21.05,3.81,-4.03,0.003
2020-2024,0.0,XLE,-2.0,5,164,0.39,0.36,0.03,50.61,23.9,-34.55,5.36,-4.71,0.006
2020-2024,0.1,XLE,-2.0,1,164,-0.03,0.07,-0.1,50.61,15.94,-20.24,2.13,-2.25,-0.045
2020-2024,0.1,XLE,-2.0,3,164,0.12,0.21,-0.09,54.27,28.84,-21.15,3.71,-4.13,-0.022
2020-2024,0.1,XLE,-2.0,5,164,0.29,0.36,-0.07,50.0,23.8,-34.65,5.33,-4.75,-0.015
2020-2024,0.25,XLE,-2.0,1,164,-0.18,0.07,-0.25,46.34,15.79,-20.39,2.17,-2.21,-0.114
2020-2024,0.25,XLE,-2.0,3,164,-0.03,0.21,-0.24,52.44,28.69,-21.3,3.69,-4.12,-0.058
2020-2024,0.25,XLE,-2.0,5,164,0.14,0.36,-0.22,50.0,23.65,-34.8,5.18,-4.9,-0.045
2020-2024,0.5,XLE,-2.0,1,164,-0.43,0.07,-0.5,42.07,15.54,-20.64,2.12,-2.29,-0.22
2020-2024,0.5,XLE,-2.0,3,164,-0.28,0.21,-0.49,50.0,28.44,-21.55,3.61,-4.16,-0.117
2020-2024,0.5,XLE,-2.0,5,164,-0.11,0.36,-0.47,48.17,23.4,-35.05,5.11,-4.97,-0.094
2020-2024,0.0,XLE,-2.5,1,110,0.08,0.07,0.01,54.55,16.04,-20.14,2.33,-2.62,0.004
2020-2024,0.0,XLE,-2.5,3,110,0.32,0.21,0.11,59.09,28.94,-21.05,3.93,-4.9,0.021
2020-2024,0.0,XLE,-2.5,5,110,0.59,0.36,0.23,54.55,23.9,-34.55,5.74,-5.59,0.042
2020-2024,0.1,XLE,-2.5,1,110,-0.02,0.07,-0.09,52.73,15.94,-20.24,2.31,-2.61,-0.034
2020-2024,0.1,XLE,-2.5,3,110,0.22,0.21,0.01,59.09,28.84,-21.15,3.83,-5.0,0.001
2020-2024,0.1,XLE,-2.5,5,110,0.49,0.36,0.13,54.55,23.8,-34.65,5.64,-5.69,0.024
2020-2024,0.25,XLE,-2.5,1,110,-0.17,0.07,-0.24,48.18,15.79,-20.39,2.37,-2.53,-0.095
2020-2024,0.25,XLE,-2.5,3,110,0.07,0.21,-0.14,56.36,28.69,-21.3,3.86,-4.83,-0.03
2020-2024,0.25,XLE,-2.5,5,110,0.34,0.36,-0.02,54.55,23.65,-34.8,5.49,-5.84,-0.003
2020-2024,0.5,XLE,-2.5,1,110,-0.42,0.07,-0.49,43.64,15.54,-20.64,2.34,-2.56,-0.192
2020-2024,0.5,XLE,-2.5,3,110,-0.18,0.21,-0.39,53.64,28.44,-21.55,3.8,-4.79,-0.082
2020-2024,0.5,XLE,-2.5,5,110,0.09,0.36,-0.27,52.73,23.4,-35.05,5.42,-5.86,-0.045
2020-2024,0.0,XLE,-3.0,1,75,0.12,0.07,0.05,56.0,16.04,-20.14,2.68,-3.14,0.015
2020-2024,0.0,XLE,-3.0,3,75,0.07,0.21,-0.14,58.67,28.94,-21.05,4.36,-6.02,-0.024
2020-2024,0.0,XLE,-3.0,5,75,0.25,0.36,-0.11,56.0,23.9,-34.55,6.25,-7.4,-0.015
2020-2024,0.1,XLE,-3.0,1,75,0.02,0.07,-0.05,53.33,15.94,-20.24,2.71,-3.06,-0.017
2020-2024,0.1,XLE,-3.0,3,75,-0.03,0.21,-0.24,58.67,28.84,-21.15,4.26,-6.12,-0.04
2020-2024,0.1,XLE,-3.0,5,75,0.15,0.36,-0.21,56.0,23.8,-34.65,6.15,-7.5,-0.028
2020-2024,0.25,XLE,-3.0,1,75,-0.13,0.07,-0.2,49.33,15.79,-20.39,2.77,-2.96,-0.069
2020-2024,0.25,XLE,-3.0,3,75,-0.18,0.21,-0.39,56.0,28.69,-21.3,4.31,-5.89,-0.067
2020-2024,0.25,XLE,-3.0,5,75,-0.0,0.36,-0.36,56.0,23.65,-34.8,6.0,-7.65,-0.047
2020-2024,0.5,XLE,-3.0,1,75,-0.38,0.07,-0.45,46.67,15.54,-20.64,2.67,-3.05,-0.149
2020-2024,0.5,XLE,-3.0,3,75,-0.43,0.21,-0.64,52.0,28.44,-21.55,4.38,-5.64,-0.114
2020-2024,0.5,XLE,-3.0,5,75,-0.25,0.36,-0.61,53.33,23.4,-35.05,6.04,-7.45,-0.082
2020-2024,0.0,XLV,-1.0,1,150,0.09,0.04,0.05,46.0,7.71,-7.47,1.34,-0.98,0.054
2020-2024,0.0,XLV,-1.0,3,150,0.08,0.11,-0.03,56.0,16.39,-10.81,1.8,-2.15,-0.014
2020-2024,0.0,XLV,-1.0,5,150,0.28,0.18,0.09,58.0,19.23,-13.2,2.29,-2.56,0.036
2020-2024,0.1,XLV,-1.0,1,150,-0.01,0.04,-0.05,42.0,7.61,-7.57,1.36,-1.01,-0.047
2020-2024,0.1,XLV,-1.0,3,150,-0.02,0.11,-0.13,54.0,16.29,-10.91,1.77,-2.15,-0.06
2020-2024,0.1,XLV,-1.0,5,150,0.18,0.18,-0.01,56.0,19.13,-13.3,2.27,-2.54,-0.003
2020-2024,0.25,XLV,-1.0,1,150,-0.16,0.04,-0.2,37.33,7.46,-7.72,1.38,-1.07,-0.183
2020-2024,0.25,XLV,-1.0,3,150,-0.17,0.11,-0.28,52.0,16.14,-11.06,1.68,-2.2,-0.127
2020-2024,0.25,XLV,-1.0,5,150,0.03,0.18,-0.16,54.67,18.98,-13.45,2.18,-2.61,-0.06
2020-2024,0.5,XLV,-1.0,1,150,-0.41,0.04,-0.45,32.67,7.21,-7.97,1.31,-1.24,-0.359
2020-2024,0.5,XLV,-1.0,3,150,-0.42,0.11,-0.53,46.0,15.89,-11.31,1.64,-2.19,-0.241
2020-2024,0.5,XLV,-1.0,5,150,-0.22,0.18,-0.41,46.67,18.73,-13.7,2.27,-2.44,-0.167
2020-2024,0.0,XLV,-1.5,1,70,0.19,0.04,0.15,48.57,7.71,-7.47,1.72,-1.26,0.118
2020-2024,0.0,XLV,-1.5,3,70,-0.02,0.11,-0.13,55.71,16.39,-10.81,2.07,-2.65,-0.049
2020-2024,0.0,XLV,-1.5,5,70,0.39,0.18,0.21,60.0,19.23,-13.2,2.79,-3.21,0.064
2020-2024,0.1,XLV,-1.5,1,70,0.09,0.04,0.05,45.71,7.61,-7.57,1.72,-1.29,0.037
