Period,Transaction cost (%),Ticker,Category,Universe,Drop threshold (%),Holding period,Number of big drop days,Average return after costs (%),Benchmark average return (%),Edge vs benchmark after costs (%),Win rate after costs (%),Best return after costs (%),Worst return after costs (%),Average winning trade after costs (%),Average losing trade after costs (%),Risk-adjusted score after costs
2010-2014,0.1,XLE,Sector,Core,-1.5,5,137,0.61,0.2,0.41,60.58,12.53,-11.9,3.13,-3.26,0.126
2010-2014,0.1,SLV,Commodities,Expanded Addition,-2.0,3,154,0.42,0.03,0.39,60.39,11.17,-21.37,2.7,-3.1,0.126
2010-2014,0.1,XLY,Sector,Expanded Addition,-2.0,3,44,0.52,0.25,0.27,61.36,7.41,-6.77,2.2,-2.16,0.125
2010-2014,0.1,XLI,Sector,Expanded Addition,-1.5,3,96,0.47,0.21,0.26,56.25,8.3,-6.75,2.5,-2.15,0.119
2010-2014,0.1,XLY,Sector,Expanded Addition,-1.5,5,94,0.71,0.41,0.3,60.64,10.95,-7.68,2.9,-2.66,0.115
2010-2014,0.1,SLV,Commodities,Expanded Addition,-3.0,5,77,0.5,0.04,0.46,55.84,9.35,-14.3,3.94,-3.97,0.115
2010-2014,0.1,XLF,Sector,Core,-2.0,5,80,0.6,0.27,0.33,55.0,10.18,-8.81,3.55,-3.0,0.109
2010-2014,0.1,SOXX,Semiconductors,Expanded Addition,-1.0,5,248,0.65,0.33,0.32,59.68,12.07,-8.29,3.06,-2.92,0.109
2010-2014,0.1,SPY,Broad Index,Core,-1.0,5,139,0.55,0.3,0.25,59.71,8.68,-7.39,2.45,-2.27,0.108
2010-2014,0.1,SPY,Broad Index,Core,-1.0,3,139,0.36,0.18,0.17,57.55,7.32,-5.43,1.87,-1.7,0.103
2010-2014,0.1,XLI,Sector,Expanded Addition,-1.0,5,187,0.62,0.35,0.27,60.96,10.46,-9.05,2.71,-2.64,0.101
2010-2014,0.1,IWM,Broad Index,Core,-1.0,5,231,0.56,0.32,0.23,56.71,12.0,-9.6,2.85,-2.44,0.096
2010-2014,0.1,XLI,Sector,Expanded Addition,-1.5,5,96,0.63,0.35,0.28,58.33,10.46,-9.05,3.15,-2.91,0.096
2010-2014,0.1,SLV,Commodities,Expanded Addition,-2.5,5,110,0.41,0.04,0.37,56.36,11.65,-14.3,3.61,-3.81,0.096
2010-2014,0.1,SLV,Commodities,Expanded Addition,-1.5,3,211,0.3,0.03,0.27,55.92,11.17,-21.37,2.73,-2.86,0.093
2010-2014,0.1,XLI,Sector,Expanded Addition,-1.0,3,187,0.39,0.21,0.18,56.15,8.3,-7.39,2.22,-1.95,0.092
2010-2014,0.1,IGV,Software,Expanded Addition,-2.0,3,69,0.41,0.19,0.22,57.97,8.46,-6.37,2.51,-2.48,0.088
2010-2014,0.1,QQQ,Broad Index,Core,-1.0,5,163,0.57,0.38,0.19,60.12,9.29,-7.88,2.38,-2.21,0.086
2010-2014,0.1,SMH,Semiconductors,Expanded Addition,-1.0,5,230,0.55,0.33,0.22,58.26,8.88,-8.41,2.73,-2.5,0.086
2010-2014,0.1,IWM,Broad Index,Core,-1.5,3,129,0.4,0.2,0.2,55.04,9.98,-7.99,2.68,-2.4,0.085
2010-2014,0.1,TLT,Bonds,Expanded Addition,-1.5,1,63,0.13,0.04,0.09,60.32,3.06,-3.49,0.89,-1.03,0.085
2010-2014,0.1,XLU,Sector,Expanded Addition,-1.0,5,117,0.43,0.27,0.16,60.68,8.44,-4.72,1.88,-1.9,0.084
2010-2014,0.1,SOXX,Semiconductors,Expanded Addition,-1.5,5,161,0.57,0.33,0.24,57.14,12.07,-8.29,3.26,-3.01,0.081
2010-2014,0.1,XLY,Sector,Expanded Addition,-1.0,3,157,0.38,0.25,0.14,57.32,7.41,-6.77,1.97,-1.76,0.077
2010-2014,0.1,SLV,Commodities,Expanded Addition,-2.5,3,110,0.27,0.03,0.24,59.09,11.17,-21.37,2.6,-3.16,0.076
2010-2014,0.1,XLF,Sector,Core,-1.0,1,195,0.16,0.06,0.11,57.95,7.63,-9.56,1.31,-1.44,0.074
2010-2014,0.1,SLV,Commodities,Expanded Addition,-3.0,3,77,0.27,0.03,0.24,55.84,11.17,-21.37,3.11,-3.43,0.071
2010-2014,0.1,IGV,Software,Expanded Addition,-1.5,5,138,0.53,0.32,0.21,60.14,10.96,-9.93,2.86,-2.98,0.07
2010-2014,0.1,XLF,Sector,Core,-1.5,1,126,0.16,0.06,0.1,55.56,7.63,-9.56,1.52,-1.54,0.067
2010-2014,0.1,GLD,Commodities,Expanded Addition,-2.5,5,28,0.23,0.04,0.19,60.71,4.92,-6.81,2.22,-2.84,0.067
2010-2014,0.1,DIA,Broad Index,Core,-1.0,5,115,0.42,0.28,0.14,57.39,7.28,-6.57,2.37,-2.2,0.065
2010-2014,0.1,XLB,Sector,Expanded Addition,-1.0,5,216,0.43,0.23,0.19,58.33,13.57,-9.81,2.86,-2.98,0.065
2010-2014,0.1,XLF,Sector,Core,-1.0,3,195,0.3,0.17,0.14,55.9,8.68,-9.33,2.25,-2.2,0.062
2010-2014,0.1,XLF,Sector,Core,-1.5,5,126,0.45,0.27,0.17,55.56,10.18,-9.68,3.06,-2.81,0.062
2010-2014,0.1,SOXX,Semiconductors,Expanded Addition,-2.0,5,102,0.53,0.33,0.2,56.86,12.07,-8.29,3.33,-3.17,0.062
2010-2014,0.1,XLE,Sector,Core,-1.0,5,218,0.37,0.2,0.17,55.05,12.53,-11.9,3.04,-2.9,0.059
2010-2014,0.1,IWM,Broad Index,Core,-3.0,3,28,0.38,0.2,0.19,57.14,9.98,-7.99,3.08,-3.21,0.058
2010-2014,0.1,IGV,Software,Expanded Addition,-1.0,5,214,0.46,0.32,0.14,57.94,10.96,-9.93,2.65,-2.6,0.054
2010-2014,0.1,SMH,Semiconductors,Expanded Addition,-1.5,5,142,0.45,0.33,0.12,56.34,8.38,-8.41,2.89,-2.69,0.045
2010-2014,0.1,GLD,Commodities,Expanded Addition,-1.5,1,91,0.05,0.01,0.04,59.34,3.89,-8.88,0.95,-1.28,0.03
2010-2014,0.1,GLD,Commodities,Expanded Addition,-2.0,3,56,0.09,0.03,0.07,66.07,3.66,-7.8,1.27,-2.2,0.03
2010-2014,0.1,XLV,Sector,Core,-1.0,5,127,0.43,0.37,0.06,65.35,7.28,-10.12,1.83,-2.21,0.028
2010-2014,0.1,XLB,Sector,Expanded Addition,-3.0,3,29,0.2,0.14,0.06,55.17,7.48,-6.61,2.61,-2.76,0.021
2010-2014,0.1,QQQ,Broad Index,Core,-1.5,5,96,0.42,0.38,0.05,57.29,9.29,-7.88,2.58,-2.47,0.019
2010-2014,0.1,SOXX,Semiconductors,Expanded Addition,-1.0,3,248,0.25,0.2,0.05,56.05,8.49,-8.3,2.42,-2.53,0.019
2010-2014,0.1,IGV,Software,Expanded Addition,-1.5,3,138,0.23,0.19,0.04,57.25,8.46,-9.58,2.29,-2.53,0.015
2010-2014,0.1,SMH,Semiconductors,Expanded Addition,-1.0,3,230,0.21,0.2,0.01,56.09,7.46,-7.23,2.07,-2.17,0.003
2010-2014,0.25,XLF,Sector,Core,-3.0,5,29,1.88,0.27,1.61,58.62,10.03,-6.24,4.49,-1.82,0.88
2010-2014,0.25,XLY,Sector,Expanded Addition,-2.5,5,27,2.19,0.41,1.79,77.78,10.8,-6.34,3.47,-2.26,0.791
2010-2014,0.25,XLF,Sector,Core,-3.0,3,29,1.31,0.17,1.14,62.07,8.53,-4.56,3.11,-1.64,0.698
2010-2014,0.25,XLI,Sector,Expanded Addition,-2.5,5,31,1.85,0.35,1.5,67.74,10.31,-7.11,3.97,-2.61,0.574
2010-2014,0.25,XLP,Sector,Expanded Addition,-1.5,5,31,1.02,0.31,0.71,70.97,6.38,-2.59,1.95,-1.27,0.558
2010-2014,0.25,XLE,Sector,Core,-3.0,5,30,2.26,0.2,2.06,83.33,12.38,-5.31,3.48,-3.86,0.534
2010-2014,0.25,DIA,Broad Index,Core,-2.0,5,31,1.54,0.28,1.26,74.19,7.13,-5.39,2.94,-2.5,0.502
2010-2014,0.25,IWM,Broad Index,Core,-3.0,5,28,1.8,0.32,1.48,67.86,11.85,-9.75,4.23,-3.33,0.444
2010-2014,0.25,IGV,Software,Expanded Addition,-2.5,5,35,1.47,0.32,1.15,68.57,10.81,-8.09,3.58,-3.13,0.368
2010-2014,0.25,HYG,Bonds,Expanded Addition,-1.0,5,41,0.61,0.15,0.46,56.1,4.86,-4.58,2.08,-1.27,0.367
2010-2014,0.25,XLY,Sector,Expanded Addition,-2.5,3,27,1.05,0.25,0.8,66.67,7.26,-6.92,2.68,-2.22,0.361
2010-2014,0.25,XLB,Sector,Expanded Addition,-2.5,5,45,1.41,0.23,1.18,66.67,13.42,-8.26,3.82,-3.41,0.347
2010-2014,0.25,SPY,Broad Index,Core,-2.0,5,38,1.03,0.3,0.72,63.16,8.53,-6.63,2.89,-2.17,0.334
2010-2014,0.25,TLT,Bonds,Expanded Addition,-1.5,5,63,0.68,0.22,0.46,57.14,10.24,-3.28,2.29,-1.46,0.317
2010-2014,0.25,IWM,Broad Index,Core,-2.5,5,44,1.26,0.32,0.94,63.64,11.85,-9.75,3.74,-3.08,0.304
2010-2014,0.25,DIA,Broad Index,Core,-2.0,3,31,0.59,0.17,0.43,58.06,6.88,-3.8,2.05,-1.43,0.298
2010-2014,0.25,QQQ,Broad Index,Core,-2.5,5,26,1.15,0.38,0.77,69.23,9.14,-6.01,2.85,-2.7,0.285
2010-2014,0.25,DIA,Broad Index,Core,-1.5,5,58,0.79,0.28,0.51,58.62,7.13,-5.39,2.65,-1.84,0.279
2010-2014,0.25,XLU,Sector,Expanded Addition,-1.5,5,51,0.8,0.27,0.52,62.75,8.29,-4.87,2.22,-1.88,0.278
2010-2014,0.25,IGV,Software,Expanded Addition,-2.5,3,35,0.83,0.19,0.64,62.86,8.31,-6.52,2.75,-2.41,0.266
2010-2014,0.25,IWM,Broad Index,Core,-2.0,5,67,1.08,0.32,0.76,62.69,11.85,-9.75,3.49,-2.96,0.255
2010-2014,0.25,XLE,Sector,Core,-3.0,3,30,0.76,0.12,0.63,56.67,9.29,-5.9,3.3,-2.57,0.247
2010-2014,0.25,XLK,Sector,Core,-2.0,5,44,0.89,0.3,0.59,59.09,8.33,-7.26,3.22,-2.48,0.238
2010-2014,0.25,QQQ,Broad Index,Core,-2.5,3,26,0.72,0.23,0.49,65.38,6.63,-6.49,2.37,-2.4,0.206
2010-2014,0.25,XLB,Sector,Expanded Addition,-2.0,5,74,0.89,0.23,0.66,62.16,13.42,-8.26,3.39,-3.21,0.206
2010-2014,0.25,SOXX,Semiconductors,Expanded Addition,-3.0,5,36,0.97,0.33,0.64,58.33,11.92,-8.44,3.88,-3.11,0.206
2010-2014,0.25,XLE,Sector,Core,-2.5,5,43,1.02,0.2,0.82,69.77,12.38,-12.05,3.25,-4.14,0.197
2010-2014,0.25,XLB,Sector,Expanded Addition,-2.5,3,45,0.64,0.14,0.5,57.78,10.51,-6.76,3.01,-2.61,0.191
2010-2014,0.25,XLB,Sector,Expanded Addition,-3.0,5,29,0.9,0.23,0.67,65.52,9.75,-8.26,3.23,-3.53,0.189
2010-2014,0.25,QQQ,Broad Index,Core,-2.0,3,45,0.57,0.23,0.34,57.78,6.82,-6.49,2.33,-1.84,0.186
2010-2014,0.25,XLK,Sector,Core,-2.0,3,44,0.53,0.18,0.35,56.82,6.37,-5.81,2.37,-1.9,0.185
2010-2014,0.25,QQQ,Broad Index,Core,-2.0,5,45,0.78,0.38,0.41,60.0,9.14,-6.01,2.87,-2.34,0.173
2010-2014,0.25,XLP,Sector,Expanded Addition,-1.5,3,31,0.39,0.19,0.2,61.29,5.43,-2.74,1.4,-1.21,0.168
2010-2014,0.25,XLI,Sector,Expanded Addition,-2.0,5,58,0.78,0.35,0.42,55.17,10.31,-8.05,3.58,-2.68,0.158
2010-2014,0.25,XLU,Sector,Expanded Addition,-1.5,3,51,0.39,0.16,0.22,56.86,6.87,-4.21,1.65,-1.45,0.155
2010-2014,0.25,XLF,Sector,Core,-2.5,3,43,0.59,0.17,0.43,55.81,8.53,-8.21,3.35,-2.88,0.148
2010-2014,0.25,IWM,Broad Index,Core,-1.5,5,129,0.74,0.32,0.42,61.24,11.85,-9.75,3.05,-2.91,0.144
2010-2014,0.25,XLY,Sector,Expanded Addition,-2.0,5,44,0.86,0.41,0.45,61.36,10.8,-7.83,3.36,-3.12,0.144
2010-2014,0.25,XLP,Sector,Expanded Addition,-1.0,5,82,0.5,0.31,0.19,59.76,6.38,-3.11,1.73,-1.38,0.137
2010-2014,0.25,XLV,Sector,Core,-2.0,5,28,0.6,0.37,0.23,60.71,7.13,-5.22,2.12,-1.75,0.132
2010-2014,0.25,SOXX,Semiconductors,Expanded Addition,-3.0,3,36,0.54,0.2,0.34,58.33,8.34,-6.07,2.77,-2.59,0.132
2010-2014,0.25,IGV,Software,Expanded Addition,-2.0,5,69,0.75,0.32,0.43,62.32,10.81,-8.09,3.28,-3.44,0.124
2010-2014,0.25,XLB,Sector,Expanded Addition,-2.0,3,74,0.4,0.14,0.25,55.41,10.51,-6.76,2.69,-2.45,0.104
2010-2014,0.25,XLE,Sector,Core,-2.0,5,72,0.52,0.2,0.32,59.72,12.38,-12.05,3.08,-3.28,0.098
2010-2014,0.25,XLB,Sector,Expanded Addition,-1.5,5,134,0.52,0.23,0.29,57.46,13.42,-8.66,3.12,-2.99,0.097
2010-2014,0.25,GLD,Commodities,Expanded Addition,-2.0,5,56,0.25,0.04,0.21,60.71,4.93,-8.47,2.11,-2.62,0.081
2010-2014,0.25,XLE,Sector,Core,-1.5,5,137,0.46,0.2,0.26,58.39,12.38,-12.05,3.09,-3.23,0.08
2010-2014,0.25,SLV,Commodities,Expanded Addition,-2.0,3,154,0.27,0.03,0.24,58.44,11.02,-21.52,2.63,-3.1,0.078
2010-2014,0.25,SLV,Commodities,Expanded Addition,-3.0,5,77,0.35,0.04,0.31,55.84,9.2,-14.45,3.79,-4.12,0.075
2010-2014,0.25,XLF,Sector,Core,-1.0,5,195,0.45,0.27,0.18,56.92,10.77,-9.83,2.68,-2.52,0.071
2010-2014,0.25,XLY,Sector,Expanded Addition,-1.0,5,157,0.54,0.41,0.13,59.24,10.8,-7.83,2.5,-2.31,0.058
2010-2014,0.25,SOXX,Semiconductors,Expanded Addition,-1.0,5,248,0.5,0.33,0.17,58.06,11.92,-8.44,2.99,-2.96,0.057
2010-2014,0.25,XLY,Sector,Expanded Addition,-1.5,5,94,0.56,0.41,0.15,60.64,10.8,-7.83,2.75,-2.81,0.055
2010-2014,0.25,SLV,Commodities,Expanded Addition,-2.5,5,110,0.26,0.04,0.22,55.45,11.5,-14.45,3.52,-3.88,0.055
2010-2014,0.25,HYG,Bonds,Expanded Addition,-1.0,3,41,0.17,0.09,0.08,58.54,2.9,-4.08,1.44,-1.62,0.051
2010-2014,0.25,SPY,Broad Index,Core,-2.0,3,38,0.28,0.18,0.1,57.89,7.17,-5.58,1.92,-1.97,0.05
2010-2014,0.25,XLI,Sector,Expanded Addition,-1.5,3,96,0.32,0.21,0.11,55.21,8.15,-6.9,2.4,-2.25,0.047
2010-2014,0.25,XLI,Sector,Expanded Addition,-1.5,5,96,0.48,0.35,0.13,55.21,10.31,-9.2,3.18,-2.84,0.045
2010-2014,0.25,XLI,Sector,Expanded Addition,-1.0,5,187,0.47,0.35,0.12,58.82,10.31,-9.2,2.65,-2.65,0.044
2010-2014,0.25,SPY,Broad Index,Core,-1.0,5,139,0.4,0.3,0.1,58.27,8.53,-7.54,2.36,-2.33,0.041
2010-2014,0.25,IWM,Broad Index,Core,-1.0,5,231,0.41,0.32,0.08,56.28,11.85,-9.75,2.72,-2.57,0.033
2010-2014,0.25,SOXX,Semiconductors,Expanded Addition,-1.5,5,161,0.42,0.33,0.09,55.28,11.92,-8.44,3.22,-3.03,0.031
2010-2014,0.25,SLV,Commodities,Expanded Addition,-2.5,3,110,0.12,0.03,0.09,58.18,11.02,-21.52,2.49,-3.24,0.028
2010-2014,0.25,SMH,Semiconductors,Expanded Addition,-1.0,5,230,0.4,0.33,0.07,56.09,8.73,-8.56,2.68,-2.52,0.026
2010-2014,0.25,SLV,Commodities,Expanded Addition,-3.0,3,77,0.12,0.03,0.09,55.84,11.02,-21.52,2.96,-3.58,0.026
2010-2014,0.25,IGV,Software,Expanded Addition,-1.5,5,138,0.38,0.32,0.06,57.97,10.81,-10.08,2.81,-2.98,0.02
2010-2014,0.25,QQQ,Broad Index,Core,-1.0,5,163,0.42,0.38,0.04,60.12,9.14,-8.03,2.23,-2.36,0.017
2010-2014,0.25,XLB,Sector,Expanded Addition,-1.0,5,216,0.28,0.23,0.04,57.41,13.42,-9.96,2.76,-3.07,0.014
2010-2014,0.25,GLD,Commodities,Expanded Addition,-2.5,5,28,0.08,0.04,0.04,60.71,4.77,-6.96,2.07,-2.99,0.014
2010-2014,0.25,SPY,Broad Index,Core,-1.0,3,139,0.21,0.18,0.02,56.83,7.17,-5.58,1.74,-1.82,0.013
2010-2014,0.25,XLU,Sector,Expanded Addition,-1.0,5,117,0.28,0.27,0.01,58.97,8.29,-4.87,1.78,-1.96,0.005
2010-2014,0.5,XLF,Sector,Core,-3.0,5,29,1.63,0.27,1.36,55.17,9.78,-6.49,4.52,-1.92,0.705
2010-2014,0.5,XLY,Sector,Expanded Addition,-2.5,5,27,1.94,0.41,1.54,77.78,10.55,-6.59,3.22,-2.51,0.612
2010-2014,0.5,XLE,Sector,Core,-3.0,5,30,2.01,0.2,1.81,76.67,12.13,-5.56,3.53,-2.98,0.608
2010-2014,0.5,XLI,Sector,Expanded Addition,-2.5,5,31,1.6,0.35,1.25,64.52,10.06,-7.36,3.91,-2.61,0.479
2010-2014,0.5,XLF,Sector,Core,-3.0,3,29,1.06,0.17,0.89,62.07,8.28,-4.81,2.86,-1.89,0.473
2010-2014,0.5,DIA,Broad Index,Core,-2.0,5,31,1.29,0.28,1.01,67.74,6.88,-5.64,2.96,-2.23,0.452
2010-2014,0.5,IWM,Broad Index,Core,-3.0,5,28,1.55,0.32,1.23,67.86,11.6,-10.0,3.98,-3.58,0.343
2010-2014,0.5,XLP,Sector,Expanded Addition,-1.5,5,31,0.77,0.31,0.46,67.74,6.13,-2.84,1.79,-1.39,0.33
2010-2014,0.5,XLB,Sector,Expanded Addition,-2.5,5,45,1.16,0.23,0.93,62.22,13.17,-8.51,3.84,-3.25,0.287
2010-2014,0.5,IGV,Software,Expanded Addition,-2.5,5,35,1.22,0.32,0.9,68.57,10.56,-8.34,3.33,-3.38,0.267
2010-2014,0.5,XLY,Sector,Expanded Addition,-2.5,3,27,0.8,0.25,0.55,66.67,7.01,-7.17,2.43,-2.47,0.223
2010-2014,0.5,SPY,Broad Index,Core,-2.0,5,38,0.78,0.3,0.47,57.89,8.28,-6.88,2.9,-2.13,0.222
2010-2014,0.5,IWM,Broad Index,Core,-2.5,5,44,1.01,0.32,0.69,63.64,11.6,-10.0,3.49,-3.33,0.206
2010-2014,0.5,QQQ,Broad Index,Core,-2.5,5,26,0.9,0.38,0.52,65.38,8.89,-6.26,2.77,-2.64,0.197
2010-2014,0.5,IGV,Software,Expanded Addition,-2.5,3,35,0.58,0.19,0.39,57.14,8.06,-6.77,2.77,-2.33,0.168
2010-2014,0.5,IWM,Broad Index,Core,-2.0,5,67,0.83,0.32,0.51,62.69,11.6,-10.0,3.24,-3.21,0.158
2010-2014,0.5,XLU,Sector,Expanded Addition,-1.5,5,51,0.55,0.27,0.27,56.86,8.04,-5.12,2.19,-1.83,0.149
2010-2014,0.5,XLE,Sector,Core,-2.5,5,43,0.77,0.2,0.57,65.12,12.13,-12.3,3.23,-3.83,0.148
2010-2014,0.5,XLE,Sector,Core,-3.0,3,30,0.51,0.12,0.38,56.67,9.04,-6.15,3.05,-2.82,0.137
2010-2014,0.5,XLB,Sector,Expanded Addition,-2.0,5,74,0.64,0.23,0.41,59.46,13.17,-8.51,3.29,-3.24,0.126
2010-2014,0.5,XLK,Sector,Core,-2.0,5,44,0.64,0.3,0.34,59.09,8.08,-7.51,2.97,-2.73,0.125
2010-2014,0.5,XLB,Sector,Expanded Addition,-3.0,5,29,0.65,0.23,0.42,62.07,9.5,-8.51,3.16,-3.46,0.121
2010-2014,0.5,SOXX,Semiconductors,Expanded Addition,-3.0,5,36,0.72,0.33,0.39,58.33,11.67,-8.69,3.63,-3.36,0.116
2010-2014,0.5,QQQ,Broad Index,Core,-2.5,3,26,0.47,0.23,0.24,65.38,6.38,-6.74,2.12,-2.65,0.092
2010-2014,0.5,XLB,Sector,Expanded Addition,-2.5,3,45,0.39,0.14,0.25,55.56,10.26,-7.01,2.88,-2.72,0.091
2010-2014,0.5,QQQ,Broad Index,Core,-2.0,5,45,0.53,0.38,0.16,57.78,8.89,-6.26,2.72,-2.47,0.063
2010-2014,0.5,XLY,Sector,Expanded Addition,-2.0,5,44,0.61,0.41,0.2,61.36,10.55,-8.08,3.11,-3.37,0.059
2010-2014,0.5,IWM,Broad Index,Core,-1.5,5,129,0.49,0.32,0.17,58.91,11.6,-10.0,2.92,-2.99,0.056
2010-2014,0.5,XLF,Sector,Core,-2.5,3,43,0.34,0.17,0.18,55.81,8.28,-8.46,3.1,-3.13,0.056
2010-2014,0.5,IGV,Software,Expanded Addition,-2.0,5,69,0.5,0.32,0.18,59.42,10.56,-8.34,3.18,-3.43,0.052
2010-2014,0.5,QQQ,Broad Index,Core,-2.0,3,45,0.32,0.23,0.09,55.56,6.57,-6.74,2.17,-1.99,0.047
2010-2014,0.5,SOXX,Semiconductors,Expanded Addition,-3.0,3,36,0.29,0.2,0.09,58.33,8.09,-6.32,2.52,-2.84,0.032
2010-2014,0.5,XLE,Sector,Core,-2.0,5,72,0.27,0.2,0.07,56.94,12.13,-12.3,2.98,-3.31,0.022
2010-2014,0.5,XLB,Sector,Expanded Addition,-1.5,5,134,0.27,0.23,0.04,55.22,13.17,-8.91,2.99,-3.08,0.013
2010-2014,0.5,XLE,Sector,Core,-1.5,5,137,0.21,0.2,0.01,55.47,12.13,-12.3,3.0,-3.26,0.003
