Period,Transaction cost (%),Ticker,Category,Universe,Drop threshold (%),Holding period,Number of big drop days,Average return after costs (%),Benchmark average return (%),Edge vs benchmark after costs (%),Win rate after costs (%),Best return after costs (%),Worst return after costs (%),Average winning trade after costs (%),Average losing trade after costs (%),Risk-adjusted score after costs
2015-2019,0.1,DIA,Broad Index,Core,-1.0,5,111,0.55,0.25,0.3,63.96,6.9,-7.6,2.0,-2.01,0.149
2015-2019,0.1,XLP,Sector,Expanded Addition,-1.5,5,41,0.48,0.17,0.31,68.29,3.49,-7.73,1.7,-2.13,0.148
2015-2019,0.1,XLV,Sector,Core,-1.5,5,69,0.54,0.21,0.33,65.22,6.4,-7.12,2.05,-2.3,0.143
2015-2019,0.1,SMH,Semiconductors,Expanded Addition,-3.0,3,33,0.64,0.28,0.36,57.58,6.6,-5.19,2.98,-2.53,0.142
2015-2019,0.1,IGV,Software,Expanded Addition,-2.5,3,43,0.62,0.25,0.37,58.14,8.26,-8.69,2.95,-2.63,0.139
2015-2019,0.1,XLV,Sector,Core,-2.0,3,38,0.44,0.13,0.31,60.53,5.54,-8.21,2.2,-2.26,0.137
2015-2019,0.1,XLU,Sector,Expanded Addition,-2.0,3,29,0.27,0.13,0.14,62.07,2.56,-2.97,1.08,-1.06,0.134
2015-2019,0.1,SPY,Broad Index,Core,-1.0,5,104,0.54,0.24,0.3,66.35,6.66,-7.8,1.97,-2.27,0.132
2015-2019,0.1,DIA,Broad Index,Core,-1.5,3,58,0.42,0.15,0.27,63.79,5.58,-7.87,1.86,-2.12,0.127
2015-2019,0.1,XLI,Sector,Expanded Addition,-1.5,3,73,0.39,0.13,0.26,58.9,5.97,-7.55,2.08,-2.05,0.125
2015-2019,0.1,XLI,Sector,Expanded Addition,-1.0,5,141,0.43,0.22,0.22,58.16,8.14,-8.04,2.01,-1.76,0.123
2015-2019,0.1,SPY,Broad Index,Core,-1.0,3,104,0.37,0.14,0.22,60.58,6.31,-8.29,1.83,-1.87,0.119
2015-2019,0.1,XLV,Sector,Core,-1.0,5,145,0.46,0.21,0.25,66.21,6.4,-8.22,1.8,-2.15,0.117
2015-2019,0.1,XLP,Sector,Expanded Addition,-1.0,5,95,0.36,0.17,0.19,63.16,5.33,-7.73,1.56,-1.69,0.114
2015-2019,0.1,SLV,Commodities,Expanded Addition,-2.0,1,65,0.13,0.02,0.11,58.46,2.63,-3.2,0.93,-1.0,0.114
2015-2019,0.1,IGV,Software,Expanded Addition,-1.0,5,184,0.67,0.42,0.25,61.96,9.57,-9.31,2.52,-2.38,0.106
2015-2019,0.1,XLB,Sector,Expanded Addition,-1.5,3,83,0.3,0.1,0.2,56.63,6.95,-8.1,2.07,-2.02,0.098
2015-2019,0.1,SMH,Semiconductors,Expanded Addition,-2.0,5,84,0.71,0.47,0.24,58.33,9.8,-8.89,3.09,-2.62,0.092
2015-2019,0.1,DIA,Broad Index,Core,-1.0,3,111,0.3,0.15,0.14,57.66,6.19,-7.87,1.74,-1.68,0.085
2015-2019,0.1,USO,Commodities,Expanded Addition,-3.0,1,93,0.16,-0.01,0.17,55.91,8.88,-6.42,1.86,-2.0,0.085
2015-2019,0.1,XLF,Sector,Core,-1.0,3,148,0.3,0.15,0.15,55.41,7.22,-9.03,1.98,-1.79,0.083
2015-2019,0.1,XLY,Sector,Expanded Addition,-1.0,5,127,0.44,0.28,0.16,60.63,8.36,-8.12,2.06,-2.05,0.08
2015-2019,0.1,XLK,Sector,Core,-1.0,3,144,0.37,0.23,0.15,56.94,6.53,-8.44,2.14,-1.96,0.074
2015-2019,0.1,USO,Commodities,Expanded Addition,-2.5,1,151,0.13,-0.01,0.14,55.63,8.88,-6.42,1.75,-1.91,0.072
2015-2019,0.1,SOXX,Semiconductors,Expanded Addition,-1.0,5,233,0.68,0.48,0.2,60.09,9.56,-10.31,3.0,-2.81,0.071
2015-2019,0.1,XLF,Sector,Core,-1.5,1,84,0.14,0.05,0.09,63.1,4.43,-5.14,1.04,-1.4,0.067
2015-2019,0.1,SMH,Semiconductors,Expanded Addition,-1.0,5,238,0.65,0.47,0.18,60.08,9.8,-9.03,2.92,-2.78,0.064
2015-2019,0.1,SMH,Semiconductors,Expanded Addition,-2.5,1,56,0.21,0.09,0.12,55.36,5.52,-4.61,1.83,-1.8,0.064
2015-2019,0.1,XLP,Sector,Expanded Addition,-1.5,3,41,0.2,0.1,0.09,56.1,3.68,-4.5,1.61,-1.61,0.057
2015-2019,0.1,IWM,Broad Index,Core,-2.0,5,40,0.32,0.19,0.13,57.5,4.96,-8.23,2.25,-2.3,0.056
2015-2019,0.1,XLF,Sector,Core,-2.5,1,27,0.15,0.05,0.1,59.26,4.12,-4.37,1.45,-1.75,0.056
2015-2019,0.1,XLP,Sector,Expanded Addition,-1.0,3,95,0.18,0.1,0.07,57.89,3.68,-4.5,1.31,-1.38,0.054
2015-2019,0.1,XLY,Sector,Expanded Addition,-1.0,3,127,0.25,0.17,0.08,55.12,6.71,-7.55,1.76,-1.61,0.049
2015-2019,0.1,XLE,Sector,Core,-1.0,3,241,0.11,0.01,0.1,55.19,10.93,-10.84,1.97,-2.17,0.048
2015-2019,0.1,IWM,Broad Index,Core,-1.5,5,87,0.31,0.19,0.12,59.77,8.51,-8.5,2.31,-2.66,0.046
2015-2019,0.1,XLV,Sector,Core,-1.5,3,69,0.21,0.13,0.08,55.07,5.54,-8.21,1.9,-1.85,0.046
2015-2019,0.1,DIA,Broad Index,Core,-2.0,1,30,0.13,0.05,0.08,63.33,4.76,-4.67,1.3,-1.9,0.041
2015-2019,0.1,XLF,Sector,Core,-1.0,1,148,0.1,0.05,0.05,58.78,4.43,-5.14,1.01,-1.2,0.041
2015-2019,0.1,XLV,Sector,Core,-1.0,3,145,0.19,0.13,0.06,55.86,5.55,-8.21,1.67,-1.68,0.037
2015-2019,0.1,IWM,Broad Index,Core,-1.5,3,87,0.18,0.11,0.07,58.62,7.07,-6.16,1.77,-2.06,0.034
2015-2019,0.1,SLV,Commodities,Expanded Addition,-1.5,1,111,0.05,0.02,0.03,59.46,2.63,-5.3,0.78,-1.03,0.032
2015-2019,0.1,SPY,Broad Index,Core,-2.0,1,30,0.11,0.05,0.06,63.33,4.95,-4.31,1.41,-2.15,0.028
2015-2019,0.1,XLB,Sector,Expanded Addition,-1.5,1,83,0.07,0.03,0.04,60.24,4.38,-4.29,1.02,-1.38,0.025
2015-2019,0.1,SOXX,Semiconductors,Expanded Addition,-2.5,1,59,0.12,0.1,0.03,57.63,5.9,-4.81,1.54,-1.8,0.016
2015-2019,0.1,IGV,Software,Expanded Addition,-3.0,1,29,0.11,0.08,0.03,58.62,4.49,-4.62,1.51,-1.87,0.015
2015-2019,0.1,XLE,Sector,Core,-2.5,3,44,0.06,0.01,0.05,59.09,6.89,-10.84,2.44,-3.38,0.014
2015-2019,0.1,XLU,Sector,Expanded Addition,-1.0,3,135,0.15,0.13,0.02,59.26,4.2,-5.14,1.26,-1.48,0.013
2015-2019,0.1,SMH,Semiconductors,Expanded Addition,-1.0,3,238,0.3,0.28,0.02,55.88,10.41,-7.62,2.36,-2.31,0.009
2015-2019,0.1,XLF,Sector,Core,-2.0,1,48,0.06,0.05,0.01,58.33,4.43,-5.14,1.29,-1.67,0.007
2015-2019,0.1,XLV,Sector,Core,-2.0,1,38,0.05,0.04,0.01,57.89,4.26,-4.35,1.43,-1.84,0.005
2015-2019,0.1,XLB,Sector,Expanded Addition,-1.0,5,173,0.17,0.17,0.01,56.65,8.96,-8.32,2.02,-2.24,0.004
2015-2019,0.1,SMH,Semiconductors,Expanded Addition,-1.5,5,141,0.48,0.47,0.01,56.03,9.8,-9.03,3.09,-2.84,0.004
2015-2019,0.25,QQQ,Broad Index,Core,-2.5,5,33,1.67,0.34,1.33,72.73,7.73,-2.82,2.78,-1.29,1.034
2015-2019,0.25,XLK,Sector,Core,-2.5,5,30,1.63,0.38,1.25,63.33,8.25,-4.69,3.3,-1.26,0.992
2015-2019,0.25,SPY,Broad Index,Core,-2.0,5,30,1.2,0.24,0.96,70.0,6.51,-5.31,2.44,-1.7,0.563
2015-2019,0.25,IGV,Software,Expanded Addition,-3.0,5,29,1.87,0.42,1.46,68.97,9.42,-9.46,4.02,-2.89,0.505
2015-2019,0.25,SMH,Semiconductors,Expanded Addition,-3.0,5,33,1.4,0.47,0.93,60.61,9.65,-4.14,3.54,-1.9,0.487
2015-2019,0.25,XLY,Sector,Expanded Addition,-2.0,5,38,1.13,0.28,0.85,68.42,6.8,-7.66,2.6,-2.05,0.417
2015-2019,0.25,XLF,Sector,Core,-2.5,5,27,1.01,0.24,0.77,70.37,6.6,-5.26,2.35,-2.18,0.352
2015-2019,0.25,XLB,Sector,Expanded Addition,-2.5,5,25,1.07,0.17,0.9,60.0,8.71,-7.63,3.58,-2.71,0.332
2015-2019,0.25,XLK,Sector,Core,-2.0,5,50,1.08,0.38,0.7,64.0,8.25,-8.68,2.9,-2.15,0.327
2015-2019,0.25,XLB,Sector,Expanded Addition,-2.0,5,43,0.89,0.17,0.72,58.14,8.71,-7.63,3.26,-2.41,0.3
2015-2019,0.25,SMH,Semiconductors,Expanded Addition,-3.0,1,33,0.53,0.09,0.43,60.61,4.41,-3.33,1.85,-1.52,0.285
2015-2019,0.25,QQQ,Broad Index,Core,-2.5,3,33,0.77,0.2,0.57,63.64,7.04,-8.65,2.39,-2.07,0.274
2015-2019,0.25,XLE,Sector,Core,-3.0,5,30,1.04,0.02,1.02,60.0,10.3,-8.24,4.27,-3.81,0.268
2015-2019,0.25,IGV,Software,Expanded Addition,-3.0,3,29,0.97,0.25,0.72,62.07,8.11,-8.84,3.29,-2.83,0.256
2015-2019,0.25,XLV,Sector,Core,-2.0,5,38,0.71,0.21,0.5,63.16,6.25,-6.89,2.26,-1.96,0.253
2015-2019,0.25,XLI,Sector,Expanded Addition,-2.0,5,38,0.69,0.22,0.47,57.89,7.99,-5.61,2.57,-1.89,0.248
2015-2019,0.25,XLY,Sector,Expanded Addition,-2.0,3,38,0.59,0.17,0.42,57.89,6.56,-7.7,2.37,-1.86,0.227
2015-2019,0.25,SPY,Broad Index,Core,-1.5,5,56,0.74,0.24,0.5,67.86,6.51,-7.95,2.14,-2.24,0.222
2015-2019,0.25,SPY,Broad Index,Core,-2.0,3,30,0.59,0.14,0.45,60.0,5.47,-8.44,2.36,-2.06,0.216
2015-2019,0.25,IGV,Software,Expanded Addition,-2.5,5,43,1.08,0.42,0.67,62.79,9.42,-9.46,3.56,-3.1,0.215
2015-2019,0.25,DIA,Broad Index,Core,-2.0,5,30,0.78,0.25,0.52,66.67,6.75,-7.75,2.38,-2.44,0.213
2015-2019,0.25,XLK,Sector,Core,-1.5,5,93,0.85,0.38,0.47,63.44,8.73,-8.68,2.63,-2.25,0.208
2015-2019,0.25,XLF,Sector,Core,-2.5,3,27,0.59,0.15,0.44,59.26,7.07,-4.87,2.46,-2.14,0.208
2015-2019,0.25,XLI,Sector,Expanded Addition,-2.0,3,38,0.47,0.13,0.34,55.26,5.82,-7.7,2.23,-1.7,0.201
2015-2019,0.25,XLF,Sector,Core,-2.0,5,48,0.72,0.24,0.48,64.58,7.41,-5.97,2.44,-2.42,0.198
2015-2019,0.25,SPY,Broad Index,Core,-1.5,3,56,0.48,0.14,0.33,57.14,5.47,-8.44,2.12,-1.71,0.196
2015-2019,0.25,QQQ,Broad Index,Core,-2.0,5,54,0.79,0.34,0.45,61.11,7.73,-8.84,2.75,-2.29,0.196
2015-2019,0.25,SOXX,Semiconductors,Expanded Addition,-3.0,5,37,1.04,0.48,0.56,59.46,9.41,-6.41,3.68,-2.84,0.196
2015-2019,0.25,QQQ,Broad Index,Core,-1.5,5,88,0.73,0.34,0.39,60.23,7.73,-8.84,2.67,-2.21,0.178
2015-2019,0.25,XLF,Sector,Core,-1.5,5,84,0.67,0.24,0.42,65.48,7.41,-6.22,2.3,-2.43,0.175
2015-2019,0.25,XLE,Sector,Core,-3.0,3,30,0.6,0.01,0.59,66.67,6.74,-6.57,2.61,-3.43,0.172
2015-2019,0.25,IGV,Software,Expanded Addition,-1.5,5,114,0.8,0.42,0.38,62.28,9.42,-9.46,2.71,-2.36,0.161
2015-2019,0.25,SOXX,Semiconductors,Expanded Addition,-3.0,1,37,0.35,0.1,0.25,56.76,4.26,-4.31,1.81,-1.58,0.158
2015-2019,0.25,SOXX,Semiconductors,Expanded Addition,-2.5,5,59,0.86,0.48,0.38,55.93,9.41,-6.41,3.6,-2.62,0.144
2015-2019,0.25,IGV,Software,Expanded Addition,-2.0,5,66,0.84,0.42,0.43,62.12,9.42,-9.46,3.19,-3.01,0.141
2015-2019,0.25,XLY,Sector,Expanded Addition,-1.5,5,65,0.61,0.28,0.33,63.08,8.21,-8.27,2.35,-2.38,0.138
2015-2019,0.25,XLK,Sector,Core,-1.0,5,144,0.67,0.38,0.29,62.5,8.73,-8.68,2.4,-2.2,0.133
2015-2019,0.25,DIA,Broad Index,Core,-1.5,5,58,0.54,0.25,0.29,65.52,6.75,-7.75,1.98,-2.19,0.132
2015-2019,0.25,XLY,Sector,Expanded Addition,-1.5,3,65,0.41,0.17,0.24,56.92,6.56,-7.7,2.23,-2.0,0.123
2015-2019,0.25,QQQ,Broad Index,Core,-1.0,5,148,0.59,0.34,0.25,61.49,7.73,-8.84,2.28,-2.12,0.117
2015-2019,0.25,XLB,Sector,Expanded Addition,-2.0,3,43,0.36,0.1,0.26,58.14,6.35,-5.59,2.33,-2.36,0.112
2015-2019,0.25,QQQ,Broad Index,Core,-2.0,3,54,0.48,0.2,0.27,59.26,7.04,-8.65,2.52,-2.5,0.109
2015-2019,0.25,XLF,Sector,Core,-1.5,3,84,0.35,0.15,0.2,58.33,7.07,-9.18,2.05,-2.03,0.1
2015-2019,0.25,XLI,Sector,Expanded Addition,-1.5,5,73,0.43,0.22,0.21,56.16,7.99,-8.19,2.42,-2.12,0.099
2015-2019,0.25,QQQ,Broad Index,Core,-1.5,3,88,0.4,0.2,0.19,55.68,7.04,-8.65,2.32,-2.01,0.096
2015-2019,0.25,XLF,Sector,Core,-1.0,5,148,0.45,0.24,0.21,62.16,7.41,-6.22,2.06,-2.2,0.095
2015-2019,0.25,SOXX,Semiconductors,Expanded Addition,-2.0,5,86,0.72,0.48,0.24,58.14,9.41,-6.41,3.1,-2.59,0.091
2015-2019,0.25,XLF,Sector,Core,-2.0,3,48,0.37,0.15,0.22,60.42,7.07,-9.18,2.25,-2.5,0.089
2015-2019,0.25,XLP,Sector,Expanded Addition,-1.5,5,41,0.33,0.17,0.16,63.41,3.34,-7.88,1.67,-1.98,0.083
2015-2019,0.25,XLV,Sector,Core,-1.5,5,69,0.39,0.21,0.18,60.87,6.25,-7.27,2.05,-2.19,0.082
2015-2019,0.25,IGV,Software,Expanded Addition,-2.5,3,43,0.47,0.25,0.22,55.81,8.11,-8.84,2.93,-2.64,0.082
2015-2019,0.25,DIA,Broad Index,Core,-1.0,5,111,0.4,0.25,0.15,60.36,6.75,-7.75,1.96,-1.97,0.076
2015-2019,0.25,XLV,Sector,Core,-2.0,3,38,0.29,0.13,0.16,57.89,5.39,-8.36,2.15,-2.27,0.07
2015-2019,0.25,SPY,Broad Index,Core,-1.0,5,104,0.39,0.24,0.15,62.5,6.51,-7.95,1.93,-2.18,0.068
2015-2019,0.25,DIA,Broad Index,Core,-1.5,3,58,0.27,0.15,0.12,60.34,5.43,-8.02,1.82,-2.08,0.058
2015-2019,0.25,XLI,Sector,Expanded Addition,-1.5,3,73,0.24,0.13,0.11,56.16,5.82,-7.7,2.03,-2.06,0.052
2015-2019,0.25,XLV,Sector,Core,-1.0,5,145,0.31,0.21,0.1,62.76,6.25,-8.37,1.74,-2.1,0.049
2015-2019,0.25,IGV,Software,Expanded Addition,-1.0,5,184,0.52,0.42,0.1,57.07,9.42,-9.46,2.57,-2.25,0.046
2015-2019,0.25,XLI,Sector,Expanded Addition,-1.0,5,141,0.28,0.22,0.07,56.74,7.99,-8.19,1.91,-1.85,0.036
2015-2019,0.25,XLP,Sector,Expanded Addition,-1.0,5,95,0.21,0.17,0.04,58.95,5.18,-7.88,1.51,-1.65,0.025
2015-2019,0.25,SOXX,Semiconductors,Expanded Addition,-1.0,5,233,0.53,0.48,0.05,58.37,9.41,-10.46,2.93,-2.84,0.017
2015-2019,0.25,SMH,Semiconductors,Expanded Addition,-1.0,5,238,0.5,0.47,0.03,57.98,9.65,-9.18,2.87,-2.79,0.01
2015-2019,0.25,XLY,Sector,Expanded Addition,-1.0,5,127,0.29,0.28,0.01,59.06,8.21,-8.27,1.97,-2.12,0.007
2015-2019,0.5,QQQ,Broad Index,Core,-2.5,5,33,1.42,0.34,1.08,66.67,7.48,-3.07,2.76,-1.27,0.853
2015-2019,0.5,XLK,Sector,Core,-2.5,5,30,1.38,0.38,1.0,63.33,8.0,-4.94,3.05,-1.51,0.662
2015-2019,0.5,IGV,Software,Expanded Addition,-3.0,5,29,1.62,0.42,1.21,65.52,9.17,-9.71,3.98,-2.84,0.425
2015-2019,0.5,SPY,Broad Index,Core,-2.0,5,30,0.95,0.24,0.71,70.0,6.26,-5.56,2.19,-1.95,0.363
2015-2019,0.5,SMH,Semiconductors,Expanded Addition,-3.0,5,33,1.15,0.47,0.68,60.61,9.4,-4.39,3.29,-2.15,0.314
2015-2019,0.5,XLY,Sector,Expanded Addition,-2.0,5,38,0.88,0.28,0.6,63.16,6.55,-7.91,2.55,-1.97,0.305
2015-2019,0.5,XLB,Sector,Expanded Addition,-2.5,5,25,0.82,0.17,0.65,60.0,8.46,-7.88,3.33,-2.96,0.22
2015-2019,0.5,XLF,Sector,Core,-2.5,5,27,0.76,0.24,0.52,70.37,6.35,-5.51,2.1,-2.43,0.213
2015-2019,0.5,XLE,Sector,Core,-3.0,5,30,0.79,0.02,0.77,60.0,10.05,-8.49,4.02,-4.06,0.19
2015-2019,0.5,XLK,Sector,Core,-2.0,5,50,0.83,0.38,0.45,64.0,8.0,-8.93,2.65,-2.4,0.188
2015-2019,0.5,XLB,Sector,Expanded Addition,-2.0,5,43,0.64,0.17,0.47,58.14,8.46,-7.88,3.01,-2.66,0.178
2015-2019,0.5,IGV,Software,Expanded Addition,-3.0,3,29,0.72,0.25,0.47,62.07,7.86,-9.09,3.04,-3.08,0.154
2015-2019,0.5,QQQ,Broad Index,Core,-2.5,3,33,0.52,0.2,0.32,60.61,6.79,-8.9,2.26,-2.15,0.147
2015-2019,0.5,IGV,Software,Expanded Addition,-2.5,5,43,0.83,0.42,0.42,60.47,9.17,-9.71,3.45,-3.17,0.131
2015-2019,0.5,XLV,Sector,Core,-2.0,5,38,0.46,0.21,0.25,60.53,6.0,-7.14,2.1,-2.07,0.119
2015-2019,0.5,SPY,Broad Index,Core,-1.5,5,56,0.49,0.24,0.25,64.29,6.26,-8.2,2.0,-2.25,0.11
2015-2019,0.5,DIA,Broad Index,Core,-2.0,5,30,0.53,0.25,0.27,63.33,6.5,-8.0,2.25,-2.46,0.11
2015-2019,0.5,SMH,Semiconductors,Expanded Addition,-3.0,1,33,0.28,0.09,0.18,60.61,4.16,-3.58,1.6,-1.77,0.103
2015-2019,0.5,XLI,Sector,Expanded Addition,-2.0,5,38,0.44,0.22,0.22,57.89,7.74,-5.86,2.32,-2.14,0.102
2015-2019,0.5,XLE,Sector,Core,-3.0,3,30,0.35,0.01,0.34,63.33,6.49,-6.82,2.5,-3.37,0.101
2015-2019,0.5,SOXX,Semiconductors,Expanded Addition,-3.0,5,37,0.79,0.48,0.31,59.46,9.16,-6.66,3.43,-3.09,0.099
2015-2019,0.5,XLK,Sector,Core,-1.5,5,93,0.6,0.38,0.22,60.22,8.48,-8.93,2.52,-2.31,0.095
2015-2019,0.5,SPY,Broad Index,Core,-2.0,3,30,0.34,0.14,0.2,56.67,5.22,-8.69,2.24,-2.14,0.091
2015-2019,0.5,XLF,Sector,Core,-2.5,3,27,0.34,0.15,0.19,55.56,6.82,-5.12,2.37,-2.2,0.088
2015-2019,0.5,QQQ,Broad Index,Core,-2.0,5,54,0.54,0.34,0.2,57.41,7.48,-9.09,2.66,-2.32,0.085
2015-2019,0.5,XLF,Sector,Core,-2.0,5,48,0.47,0.24,0.23,64.58,7.16,-6.22,2.19,-2.67,0.085
2015-2019,0.5,XLY,Sector,Expanded Addition,-2.0,3,38,0.34,0.17,0.17,57.89,6.31,-7.95,2.12,-2.11,0.081
2015-2019,0.5,XLF,Sector,Core,-1.5,5,84,0.42,0.24,0.17,64.29,7.16,-6.47,2.09,-2.59,0.067
2015-2019,0.5,QQQ,Broad Index,Core,-1.5,5,88,0.48,0.34,0.14,56.82,7.48,-9.09,2.57,-2.27,0.063
2015-2019,0.5,IGV,Software,Expanded Addition,-2.0,5,66,0.59,0.42,0.18,59.09,9.17,-9.71,3.1,-3.03,0.058
2015-2019,0.5,IGV,Software,Expanded Addition,-1.5,5,114,0.55,0.42,0.13,59.65,9.17,-9.71,2.57,-2.45,0.053
2015-2019,0.5,XLY,Sector,Expanded Addition,-1.5,5,65,0.36,0.28,0.08,55.38,7.96,-8.52,2.41,-2.19,0.036
2015-2019,0.5,XLK,Sector,Core,-1.0,5,144,0.42,0.38,0.04,58.33,8.48,-8.93,2.31,-2.21,0.019
2015-2019,0.5,DIA,Broad Index,Core,-1.5,5,58,0.29,0.25,0.04,60.34,6.5,-8.0,1.89,-2.14,0.018
2015-2019,0.5,QQQ,Broad Index,Core,-2.0,3,54,0.23,0.2,0.02,57.41,6.79,-8.9,2.35,-2.64,0.008
